,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
693,GO_Biological_Process_2021,positive regulation of cell differentiation (GO:0045597),3/258,0.3231671228390543,0.4847506842585815,0,0,1.5162538699690402,1.7127386608820712,IMPACT;NEUROG1;BEND6
694,GO_Biological_Process_2021,cellular response to organic cyclic compound (GO:0071407),2/150,0.324218276468499,0.4856276630269172,0,0,1.739710298533828,1.959502335297862,IMPACT;SLC1A1
695,GO_Biological_Process_2021,negative regulation of transport (GO:0051051),1/51,0.3278592564128742,0.4882710814389157,0,0,2.5707792207792206,2.866858071905812,NDFIP2
696,GO_Biological_Process_2021,DNA duplex unwinding (GO:0032508),1/51,0.3278592564128742,0.4882710814389157,0,0,2.5707792207792206,2.866858071905812,MCM9
697,GO_Biological_Process_2021,regulation of substrate adhesion-dependent cell spreading (GO:1900024),1/51,0.3278592564128742,0.4882710814389157,0,0,2.5707792207792206,2.866858071905812,WASHC2C
698,GO_Biological_Process_2021,inositol lipid-mediated signaling (GO:0048017),1/51,0.3278592564128742,0.4882710814389157,0,0,2.5707792207792206,2.866858071905812,PLCB3
699,GO_Biological_Process_2021,negative regulation of cellular biosynthetic process (GO:0031327),1/52,0.333081655717353,0.4883633853545978,0,0,2.520244461420932,2.7706751218434675,DKKL1
700,GO_Biological_Process_2021,ameboidal-type cell migration (GO:0001667),1/52,0.333081655717353,0.4883633853545978,0,0,2.520244461420932,2.7706751218434675,PKN3
701,GO_Biological_Process_2021,amide biosynthetic process (GO:0043604),1/52,0.333081655717353,0.4883633853545978,0,0,2.520244461420932,2.7706751218434675,SPTSSB
702,GO_Biological_Process_2021,cartilage development (GO:0051216),1/52,0.333081655717353,0.4883633853545978,0,0,2.520244461420932,2.7706751218434675,GPLD1
703,GO_Biological_Process_2021,negative regulation of protein-containing complex assembly (GO:0031333),1/52,0.333081655717353,0.4883633853545978,0,0,2.520244461420932,2.7706751218434675,IMPACT
704,GO_Biological_Process_2021,regulation of intrinsic apoptotic signaling pathway (GO:2001242),1/52,0.333081655717353,0.4883633853545978,0,0,2.520244461420932,2.7706751218434675,SLC9A3R1
705,GO_Biological_Process_2021,regulation of release of sequestered calcium ion into cytosol (GO:0051279),1/52,0.333081655717353,0.4883633853545978,0,0,2.520244461420932,2.7706751218434675,PDE4D
706,GO_Biological_Process_2021,regulation of telomere maintenance via telomerase (GO:0032210),1/52,0.333081655717353,0.4883633853545978,0,0,2.520244461420932,2.7706751218434675,AURKB
707,GO_Biological_Process_2021,positive regulation of developmental growth (GO:0048639),1/52,0.333081655717353,0.4883633853545978,0,0,2.520244461420932,2.7706751218434675,RIMS1
708,GO_Biological_Process_2021,signal transduction in response to DNA damage (GO:0042770),1/52,0.333081655717353,0.4883633853545978,0,0,2.520244461420932,2.7706751218434675,E2F1
709,GO_Biological_Process_2021,sprouting angiogenesis (GO:0002040),1/52,0.333081655717353,0.4883633853545978,0,0,2.520244461420932,2.7706751218434675,GPLD1
710,GO_Biological_Process_2021,negative regulation of cysteine-type endopeptidase activity (GO:2000117),1/53,0.3382637377900799,0.4938745456374098,0,0,2.471653346653347,2.6790977252069794,IFI16
711,GO_Biological_Process_2021,cellular macromolecule catabolic process (GO:0044265),1/53,0.3382637377900799,0.4938745456374098,0,0,2.471653346653347,2.6790977252069794,NCCRP1
712,GO_Biological_Process_2021,positive regulation of macroautophagy (GO:0016239),1/53,0.3382637377900799,0.4938745456374098,0,0,2.471653346653347,2.6790977252069794,SLC25A4
713,GO_Biological_Process_2021,regulation of protein phosphorylation (GO:0001932),3/266,0.3401214017500587,0.4958912874255057,0,0,1.4695317190314188,1.5848203930092823,SLC9A3R1;IMPACT;HDAC3
714,GO_Biological_Process_2021,negative regulation of signal transduction (GO:0009968),3/267,0.3422395743188891,0.4971981224551166,0,0,1.4638905502392343,1.5696482653182438,SLC9A3R1;HHEX;BEND6
715,GO_Biological_Process_2021,"regulation of alternative mRNA splicing, via spliceosome (GO:0000381)",1/54,0.3434058117629479,0.4971981224551166,0,0,2.424895858858123,2.5918315252533666,NOVA1
716,GO_Biological_Process_2021,negative regulation of viral genome replication (GO:0045071),1/54,0.3434058117629479,0.4971981224551166,0,0,2.424895858858123,2.5918315252533666,IFI16
717,GO_Biological_Process_2021,regulation of proteasomal protein catabolic process (GO:0061136),1/54,0.3434058117629479,0.4971981224551166,0,0,2.424895858858123,2.5918315252533666,OSBPL7
718,GO_Biological_Process_2021,striated muscle contraction (GO:0006941),1/54,0.3434058117629479,0.4971981224551166,0,0,2.424895858858123,2.5918315252533666,MYH3
719,GO_Biological_Process_2021,T cell receptor signaling pathway (GO:0050852),2/158,0.3468315288658418,0.5011008566021263,0,0,1.6498240321769733,1.7470252702985478,PDE4D;PDE4B
720,GO_Biological_Process_2021,ceramide metabolic process (GO:0006672),1/55,0.3485081846108929,0.5011008566021263,0,0,2.3798701298701297,2.5086057865847664,SPTSSB
721,GO_Biological_Process_2021,glycoprotein metabolic process (GO:0009100),1/55,0.3485081846108929,0.5011008566021263,0,0,2.3798701298701297,2.5086057865847664,NCCRP1
722,GO_Biological_Process_2021,interstrand cross-link repair (GO:0036297),1/55,0.3485081846108929,0.5011008566021263,0,0,2.3798701298701297,2.5086057865847664,MCM9
723,GO_Biological_Process_2021,positive regulation of response to DNA damage stimulus (GO:2001022),1/55,0.3485081846108929,0.5011008566021263,0,0,2.3798701298701297,2.5086057865847664,NACC2
724,GO_Biological_Process_2021,response to lipopolysaccharide (GO:0032496),2/159,0.3496417609327495,0.5020373422496445,0,0,1.6392323383705925,1.7225810554422958,PDE4B;CD68
725,GO_Biological_Process_2021,regulation of apoptotic process (GO:0042981),7/742,0.3527281191243219,0.5021385790238886,0,0,1.2297297297297298,1.2814493578702597,HDAC3;E2F1;DKKL1;GPLD1;IFIT3;CTNNBL1;THOC6
726,GO_Biological_Process_2021,blood vessel morphogenesis (GO:0048514),1/56,0.3535711608304614,0.5021385790238886,0,0,2.336481700118064,2.429171121426597,SLC1A1
727,GO_Biological_Process_2021,negative regulation of metabolic process (GO:0009892),1/56,0.3535711608304614,0.5021385790238886,0,0,2.336481700118064,2.429171121426597,NOVA1
728,GO_Biological_Process_2021,"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)",1/56,0.3535711608304614,0.5021385790238886,0,0,2.336481700118064,2.429171121426597,E2F1
729,GO_Biological_Process_2021,positive regulation of establishment of protein localization to mitochondrion (GO:1903749),1/56,0.3535711608304614,0.5021385790238886,0,0,2.336481700118064,2.429171121426597,E2F1
730,GO_Biological_Process_2021,positive regulation of interleukin-1 beta production (GO:0032731),1/56,0.3535711608304614,0.5021385790238886,0,0,2.336481700118064,2.429171121426597,IFI16
731,GO_Biological_Process_2021,sensory organ development (GO:0007423),1/56,0.3535711608304614,0.5021385790238886,0,0,2.336481700118064,2.429171121426597,RAB18
732,GO_Biological_Process_2021,mitochondrial transport (GO:0006839),1/56,0.3535711608304614,0.5021385790238886,0,0,2.336481700118064,2.429171121426597,SLC25A4
733,GO_Biological_Process_2021,"mRNA splicing, via spliceosome (GO:0000398)",3/274,0.3570507563689866,0.5063894242235899,0,0,1.4255680714701884,1.468160242893027,NOVA1;SNRPA;CTNNBL1
734,GO_Biological_Process_2021,"positive regulation of gene expression, epigenetic (GO:0045815)",1/57,0.3585950426235817,0.5065094157003373,0,0,2.294642857142857,2.3532974672725504,CDCA4
735,GO_Biological_Process_2021,positive regulation of proteolysis (GO:0045862),1/57,0.3585950426235817,0.5065094157003373,0,0,2.294642857142857,2.3532974672725504,GPLD1
736,GO_Biological_Process_2021,monocarboxylic acid transport (GO:0015718),1/57,0.3585950426235817,0.5065094157003373,0,0,2.294642857142857,2.3532974672725504,SLC9A3R1
737,GO_Biological_Process_2021,receptor metabolic process (GO:0043112),1/58,0.363580129986133,0.5073551143640275,0,0,2.254272043745728,2.2807722879324426,DNM1
738,GO_Biological_Process_2021,regulation of calcium ion transport (GO:0051924),1/58,0.363580129986133,0.5073551143640275,0,0,2.254272043745728,2.2807722879324426,SARAF
739,GO_Biological_Process_2021,negative regulation of neuron projection development (GO:0010977),1/58,0.363580129986133,0.5073551143640275,0,0,2.254272043745728,2.2807722879324426,STX1B
740,GO_Biological_Process_2021,cellular iron ion homeostasis (GO:0006879),1/58,0.363580129986133,0.5073551143640275,0,0,2.254272043745728,2.2807722879324426,ATP6V1A
741,GO_Biological_Process_2021,positive regulation of mitotic cell cycle phase transition (GO:1901992),1/58,0.363580129986133,0.5073551143640275,0,0,2.254272043745728,2.2807722879324426,ESPL1
742,GO_Biological_Process_2021,membrane lipid biosynthetic process (GO:0046467),1/58,0.363580129986133,0.5073551143640275,0,0,2.254272043745728,2.2807722879324426,SPTSSB
743,GO_Biological_Process_2021,mitochondrial respiratory chain complex I assembly (GO:0032981),1/58,0.363580129986133,0.5073551143640275,0,0,2.254272043745728,2.2807722879324426,TIMMDC1
744,GO_Biological_Process_2021,muscle organ development (GO:0007517),1/58,0.363580129986133,0.5073551143640275,0,0,2.254272043745728,2.2807722879324426,MYH3
745,GO_Biological_Process_2021,NADH dehydrogenase complex assembly (GO:0010257),1/58,0.363580129986133,0.5073551143640275,0,0,2.254272043745728,2.2807722879324426,TIMMDC1
746,GO_Biological_Process_2021,negative regulation of canonical Wnt signaling pathway (GO:0090090),2/165,0.3664150514948304,0.5106265978662897,0,0,1.5784113236296564,1.584706923923932,SLC9A3R1;DKKL1
747,GO_Biological_Process_2021,phospholipid transport (GO:0015914),1/59,0.368526720509172,0.5108339760985994,0,0,2.215293327362293,2.211398971117866,ATP9A
748,GO_Biological_Process_2021,positive regulation of apoptotic signaling pathway (GO:2001235),1/59,0.368526720509172,0.5108339760985994,0,0,2.215293327362293,2.211398971117866,SLC9A3R1
749,GO_Biological_Process_2021,regulation of secretion by cell (GO:1903530),1/59,0.368526720509172,0.5108339760985994,0,0,2.215293327362293,2.211398971117866,RIMS1
750,GO_Biological_Process_2021,mitotic DNA damage checkpoint signaling (GO:0044773),1/59,0.368526720509172,0.5108339760985994,0,0,2.215293327362293,2.211398971117866,NEK11
751,GO_Biological_Process_2021,adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway (GO:0007193),1/60,0.3734351095815957,0.5155781817963411,0,0,2.1776359233986358,2.1449953942099538,CHRM3
752,GO_Biological_Process_2021,response to organic cyclic compound (GO:0014070),1/60,0.3734351095815957,0.5155781817963411,0,0,2.1776359233986358,2.1449953942099538,SLC1A1
753,GO_Biological_Process_2021,ribonucleoprotein complex biogenesis (GO:0022613),1/60,0.3734351095815957,0.5155781817963411,0,0,2.1776359233986358,2.1449953942099538,RPS24
754,GO_Biological_Process_2021,phosphorylation (GO:0016310),4/400,0.3754481191292025,0.5176708503490064,0,0,1.3010234798314269,1.2745281133668156,PKN3;TYK2;AURKB;NEK11
755,GO_Biological_Process_2021,B cell differentiation (GO:0030183),1/61,0.3783055902922233,0.5188618175154209,0,0,2.1412337662337664,2.08139264203368,HHEX
756,GO_Biological_Process_2021,"regulation of DNA-templated transcription, initiation (GO:2000142)",1/61,0.3783055902922233,0.5188618175154209,0,0,2.1412337662337664,2.08139264203368,MED30
757,GO_Biological_Process_2021,positive regulation of DNA biosynthetic process (GO:2000573),1/61,0.3783055902922233,0.5188618175154209,0,0,2.1412337662337664,2.08139264203368,AURKB
758,GO_Biological_Process_2021,iron ion homeostasis (GO:0055072),1/61,0.3783055902922233,0.5188618175154209,0,0,2.1412337662337664,2.08139264203368,ATP6V1A
759,GO_Biological_Process_2021,regulation of cell population proliferation (GO:0042127),7/764,0.3806633931451181,0.5213687976511723,0,0,1.1926166589310578,1.151876607806983,SLC9A3R1;HHEX;NACC2;NCCRP1;SMARCA2;GPLD1;IFIT3
760,GO_Biological_Process_2021,transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169),4/404,0.382478319270186,0.5213687976511723,0,0,1.2877483443708608,1.237633439926763,ATP6V1A;GPLD1;DNM1;ATP6V0A1
761,GO_Biological_Process_2021,negative regulation of kinase activity (GO:0033673),1/62,0.3831384536053283,0.5213687976511723,0,0,2.106025122418565,2.0204338552297143,PRKRIP1
762,GO_Biological_Process_2021,positive regulation of cysteine-type endopeptidase activity (GO:2001056),1/62,0.3831384536053283,0.5213687976511723,0,0,2.106025122418565,2.0204338552297143,IFI16
763,GO_Biological_Process_2021,positive regulation of interleukin-1 production (GO:0032732),1/62,0.3831384536053283,0.5213687976511723,0,0,2.106025122418565,2.0204338552297143,IFI16
764,GO_Biological_Process_2021,I-kappaB kinase/NF-kappaB signaling (GO:0007249),1/62,0.3831384536053283,0.5213687976511723,0,0,2.106025122418565,2.0204338552297143,TBKBP1
765,GO_Biological_Process_2021,negative regulation of endopeptidase activity (GO:0010951),1/63,0.3879339880975881,0.5237863574702843,0,0,2.07195224130708,1.961973197846402,IFI16
766,GO_Biological_Process_2021,cell cycle G1/S phase transition (GO:0044843),1/63,0.3879339880975881,0.5237863574702843,0,0,2.07195224130708,1.961973197846402,E2F1
767,GO_Biological_Process_2021,cellular response to reactive oxygen species (GO:0034614),1/63,0.3879339880975881,0.5237863574702843,0,0,2.07195224130708,1.961973197846402,IMPACT
768,GO_Biological_Process_2021,organonitrogen compound catabolic process (GO:1901565),1/63,0.3879339880975881,0.5237863574702843,0,0,2.07195224130708,1.961973197846402,MPST
769,GO_Biological_Process_2021,positive regulation of Ras protein signal transduction (GO:0046579),1/63,0.3879339880975881,0.5237863574702843,0,0,2.07195224130708,1.961973197846402,MAPRE2
770,GO_Biological_Process_2021,monocarboxylic acid biosynthetic process (GO:0072330),1/63,0.3879339880975881,0.5237863574702843,0,0,2.07195224130708,1.961973197846402,OSBPL7
771,GO_Biological_Process_2021,antimicrobial humoral immune response mediated by antimicrobial peptide (GO:0061844),1/64,0.3926924802567047,0.5261169523130368,0,0,2.038961038961039,1.9058749250092195,RPL39
772,GO_Biological_Process_2021,regulation of extrinsic apoptotic signaling pathway (GO:2001236),1/64,0.3926924802567047,0.5261169523130368,0,0,2.038961038961039,1.9058749250092195,ZMYND11
773,GO_Biological_Process_2021,regulation of innate immune response (GO:0045088),1/64,0.3926924802567047,0.5261169523130368,0,0,2.038961038961039,1.9058749250092195,IFI16
774,GO_Biological_Process_2021,regulation of transcription initiation from RNA polymerase II promoter (GO:0060260),1/64,0.3926924802567047,0.5261169523130368,0,0,2.038961038961039,1.9058749250092195,MED30
775,GO_Biological_Process_2021,tRNA processing (GO:0008033),1/64,0.3926924802567047,0.5261169523130368,0,0,2.038961038961039,1.9058749250092195,TRNT1
776,GO_Biological_Process_2021,protein catabolic process (GO:0030163),1/64,0.3926924802567047,0.5261169523130368,0,0,2.038961038961039,1.9058749250092195,NCCRP1
777,GO_Biological_Process_2021,mitochondrion organization (GO:0007005),2/175,0.3939906567805735,0.5271777297025413,0,0,1.4864180739733273,1.384491538248148,SLC25A4;DNM1
778,GO_Biological_Process_2021,regulation of RNA metabolic process (GO:0051252),1/65,0.3974142144717875,0.529038615428556,0,0,2.007000811688312,1.8520125439289237,NOVA1
779,GO_Biological_Process_2021,"G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger (GO:0007187)",1/65,0.3974142144717875,0.529038615428556,0,0,2.007000811688312,1.8520125439289237,CHRM3
780,GO_Biological_Process_2021,steroid biosynthetic process (GO:0006694),1/65,0.3974142144717875,0.529038615428556,0,0,2.007000811688312,1.8520125439289237,OSBPL7
781,GO_Biological_Process_2021,mitotic G1 DNA damage checkpoint signaling (GO:0031571),1/65,0.3974142144717875,0.529038615428556,0,0,2.007000811688312,1.8520125439289237,E2F1
782,GO_Biological_Process_2021,negative regulation of G2/M transition of mitotic cell cycle (GO:0010972),1/66,0.4020994726804225,0.5319546325340503,0,0,1.976023976023976,1.8002680578468673,AURKB
783,GO_Biological_Process_2021,cell-cell junction assembly (GO:0007043),1/66,0.4020994726804225,0.5319546325340503,0,0,1.976023976023976,1.8002680578468673,CDH8
784,GO_Biological_Process_2021,cellular response to nutrient levels (GO:0031669),1/66,0.4020994726804225,0.5319546325340503,0,0,1.976023976023976,1.8002680578468673,CD68
785,GO_Biological_Process_2021,regulation of protein localization (GO:0032880),1/66,0.4020994726804225,0.5319546325340503,0,0,1.976023976023976,1.8002680578468673,RABGAP1L
786,GO_Biological_Process_2021,regulation of mitotic cell cycle (GO:0007346),2/178,0.4021597462096998,0.5319546325340503,0,0,1.460858585858586,1.3307046912885878,SLC9A3R1;NEK11
787,GO_Biological_Process_2021,protein N-linked glycosylation (GO:0006487),1/67,0.4067485349917286,0.5366606146088586,0,0,1.9459858323494688,1.7505312773378598,UGGT2
788,GO_Biological_Process_2021,regulation of viral genome replication (GO:0045069),1/67,0.4067485349917286,0.5366606146088586,0,0,1.9459858323494688,1.7505312773378598,IFI16
789,GO_Biological_Process_2021,regulation of translational initiation (GO:0006446),1/68,0.4113616791408475,0.5413748520677905,0,0,1.9168443496801704,1.7026992020024727,IMPACT
790,GO_Biological_Process_2021,positive regulation of protein localization to nucleus (GO:1900182),1/68,0.4113616791408475,0.5413748520677905,0,0,1.9168443496801704,1.7026992020024727,HDAC3
791,GO_Biological_Process_2021,negative regulation of cellular catabolic process (GO:0031330),1/69,0.4159391809029937,0.5446448897107125,0,0,1.8885599694423223,1.656675454939586,GPLD1
792,GO_Biological_Process_2021,cellular response to calcium ion (GO:0071277),1/69,0.4159391809029937,0.5446448897107125,0,0,1.8885599694423223,1.656675454939586,GPLD1
793,GO_Biological_Process_2021,cellular response to decreased oxygen levels (GO:0036294),1/69,0.4159391809029937,0.5446448897107125,0,0,1.8885599694423223,1.656675454939586,SCN2A
794,GO_Biological_Process_2021,RNA 3'-end processing (GO:0031123),1/69,0.4159391809029937,0.5446448897107125,0,0,1.8885599694423223,1.656675454939586,THOC6
795,GO_Biological_Process_2021,cellular response to light stimulus (GO:0071482),1/70,0.4204813138786264,0.5471640002982386,0,0,1.8610954263128177,1.61236977178465,AURKB
796,GO_Biological_Process_2021,negative regulation of viral process (GO:0048525),1/70,0.4204813138786264,0.5471640002982386,0,0,1.8610954263128177,1.61236977178465,IFI16
797,GO_Biological_Process_2021,neutrophil chemotaxis (GO:0030593),1/70,0.4204813138786264,0.5471640002982386,0,0,1.8610954263128177,1.61236977178465,PDE4B
798,GO_Biological_Process_2021,defense response to Gram-positive bacterium (GO:0050830),1/70,0.4204813138786264,0.5471640002982386,0,0,1.8610954263128177,1.61236977178465,RPL39
799,GO_Biological_Process_2021,antigen receptor-mediated signaling pathway (GO:0050851),2/185,0.4210166803447542,0.5471640002982386,0,0,1.4044787313832636,1.2149904290374027,PDE4D;PDE4B
800,GO_Biological_Process_2021,endoplasmic reticulum to Golgi vesicle-mediated transport (GO:0006888),2/185,0.4210166803447542,0.5471640002982386,0,0,1.4044787313832636,1.2149904290374027,MPPE1;ANK1
801,GO_Biological_Process_2021,regulation of G1/S transition of mitotic cell cycle (GO:2000045),1/71,0.424988349541581,0.5488993447553174,0,0,1.8344155844155845,1.5696975345824375,E2F1
802,GO_Biological_Process_2021,phosphatidylinositol-mediated signaling (GO:0048015),1/71,0.424988349541581,0.5488993447553174,0,0,1.8344155844155845,1.5696975345824375,PLCB3
803,GO_Biological_Process_2021,regulation of TOR signaling (GO:0032006),1/71,0.424988349541581,0.5488993447553174,0,0,1.8344155844155845,1.5696975345824375,HDAC3
804,GO_Biological_Process_2021,gland development (GO:0048732),1/71,0.424988349541581,0.5488993447553174,0,0,1.8344155844155845,1.5696975345824375,SLC9A3R1
805,GO_Biological_Process_2021,histone acetylation (GO:0016573),1/71,0.424988349541581,0.5488993447553174,0,0,1.8344155844155845,1.5696975345824375,ACTL6A
806,GO_Biological_Process_2021,regulation of mitotic cell cycle phase transition (GO:1901990),2/188,0.4290061274814257,0.5526185910959851,0,0,1.3816150115960362,1.169238784833907,E2F1;NEK11
807,GO_Biological_Process_2021,response to ionizing radiation (GO:0010212),1/72,0.4294605573454869,0.5526185910959851,0,0,1.8084872873605269,1.5285793468391171,IFI16
808,GO_Biological_Process_2021,positive regulation of secretion by cell (GO:1903532),1/72,0.4294605573454869,0.5526185910959851,0,0,1.8084872873605269,1.5285793468391171,STX1B
809,GO_Biological_Process_2021,regulation of GTPase activity (GO:0043087),2/189,0.4316565199063786,0.5547585644722718,0,0,1.374156792841914,1.154463612728904,MAPRE2;RGS6
810,GO_Biological_Process_2021,granulocyte chemotaxis (GO:0071621),1/73,0.4338982047853735,0.5562660482531697,0,0,1.7832792207792207,1.4889406460251045,PDE4B
811,GO_Biological_Process_2021,ubiquitin-dependent ERAD pathway (GO:0030433),1/73,0.4338982047853735,0.5562660482531697,0,0,1.7832792207792207,1.4889406460251045,NCCRP1
812,GO_Biological_Process_2021,negative regulation of Wnt signaling pathway (GO:0030178),2/191,0.436937805711537,0.5577896343791714,0,0,1.3594771241830066,1.1255986818863155,SLC9A3R1;DKKL1
813,GO_Biological_Process_2021,negative regulation of protein binding (GO:0032091),1/74,0.438301557081808,0.5577896343791714,0,0,1.7587617861590463,1.4507113511098748,AURKB
814,GO_Biological_Process_2021,"DNA damage response, signal transduction by p53 class mediator (GO:0030330)",1/74,0.438301557081808,0.5577896343791714,0,0,1.7587617861590463,1.4507113511098748,E2F1
815,GO_Biological_Process_2021,regulation of peptide hormone secretion (GO:0090276),1/74,0.438301557081808,0.5577896343791714,0,0,1.7587617861590463,1.4507113511098748,CACNA1C
816,GO_Biological_Process_2021,sphingolipid biosynthetic process (GO:0030148),1/74,0.438301557081808,0.5577896343791714,0,0,1.7587617861590463,1.4507113511098748,SPTSSB
817,GO_Biological_Process_2021,mitotic nuclear division (GO:0140014),1/74,0.438301557081808,0.5577896343791714,0,0,1.7587617861590463,1.4507113511098748,ESPL1
818,GO_Biological_Process_2021,regulation of transcription by RNA polymerase II (GO:0006357),18/2206,0.4457099178303186,0.5659356320668196,0,0,1.060282362988564,0.856800337688287,ZNF396;TGIF2;HDAC3;ACTL6A;TET2;SMARCA2;AURKB;MED29;IMPACT;HHEX;ZNF827;IFI16;MED30;NACC2;ZNF219;E2F1;MYBL2;NEUROG1
819,GO_Biological_Process_2021,regulation of cell division (GO:0051302),1/76,0.4470064278231222,0.5659356320668196,0,0,1.7116883116883117,1.3782211394841255,AURKB
820,GO_Biological_Process_2021,establishment of protein localization to organelle (GO:0072594),1/76,0.4470064278231222,0.5659356320668196,0,0,1.7116883116883117,1.3782211394841255,CD68
821,GO_Biological_Process_2021,RNA transport (GO:0050658),1/76,0.4470064278231222,0.5659356320668196,0,0,1.7116883116883117,1.3782211394841255,THOC6
822,GO_Biological_Process_2021,protein localization to membrane (GO:0072657),2/195,0.447420773478379,0.5659356320668196,0,0,1.331030512377663,1.0704890088213352,SLC9A3R1;ANK1
823,GO_Biological_Process_2021,neutrophil migration (GO:1990266),1/77,0.4513084668329251,0.5680920362431379,0,0,1.6890806561859193,1.3438396833532529,PDE4B
824,GO_Biological_Process_2021,phosphatidylcholine metabolic process (GO:0046470),1/77,0.4513084668329251,0.5680920362431379,0,0,1.6890806561859193,1.3438396833532529,GPLD1
825,GO_Biological_Process_2021,inorganic cation import across plasma membrane (GO:0098659),1/77,0.4513084668329251,0.5680920362431379,0,0,1.6890806561859193,1.3438396833532529,SLC12A5
826,GO_Biological_Process_2021,positive regulation of type I interferon production (GO:0032481),1/77,0.4513084668329251,0.5680920362431379,0,0,1.6890806561859193,1.3438396833532529,IFI16
827,GO_Biological_Process_2021,negative regulation of apoptotic signaling pathway (GO:2001234),1/78,0.4555772521262536,0.5707050775733213,0,0,1.667060212514758,1.3106260320374803,ZMYND11
828,GO_Biological_Process_2021,protein modification process (GO:0036211),1/78,0.4555772521262536,0.5707050775733213,0,0,1.667060212514758,1.3106260320374803,CHRM3
829,GO_Biological_Process_2021,negative regulation of blood vessel morphogenesis (GO:2000181),1/78,0.4555772521262536,0.5707050775733213,0,0,1.667060212514758,1.3106260320374803,HHEX
830,GO_Biological_Process_2021,negative regulation of protein serine/threonine kinase activity (GO:0071901),1/78,0.4555772521262536,0.5707050775733213,0,0,1.667060212514758,1.3106260320374803,HHEX
831,GO_Biological_Process_2021,recombinational repair (GO:0000725),1/79,0.459813039107101,0.5746282997724996,0,0,1.6456043956043955,1.2785281593281552,MCM9
832,GO_Biological_Process_2021,mRNA 3'-end processing (GO:0031124),1/79,0.459813039107101,0.5746282997724996,0,0,1.6456043956043955,1.2785281593281552,THOC6
833,GO_Biological_Process_2021,modification-dependent protein catabolic process (GO:0019941),2/201,0.4629398097248122,0.5771096062269179,0,0,1.290504811639899,0.9938929066250386,NDFIP2;AURKB
834,GO_Biological_Process_2021,negative regulation of cellular response to growth factor stimulus (GO:0090288),1/80,0.4640160810873489,0.5771096062269179,0,0,1.6246917639322702,1.2474969387201484,HHEX
835,GO_Biological_Process_2021,negative regulation of extrinsic apoptotic signaling pathway (GO:2001237),1/80,0.4640160810873489,0.5771096062269179,0,0,1.6246917639322702,1.2474969387201484,ZMYND11
836,GO_Biological_Process_2021,regulation of fat cell differentiation (GO:0045598),1/80,0.4640160810873489,0.5771096062269179,0,0,1.6246917639322702,1.2474969387201484,E2F1
837,GO_Biological_Process_2021,negative regulation of protein modification process (GO:0031400),1/81,0.4681866297022675,0.5816017679236999,0,0,1.604301948051948,1.2174859477892066,IMPACT
838,GO_Biological_Process_2021,regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0000079),1/82,0.4723249344590365,0.5832624635490593,0,0,1.5844155844155845,1.1884512908284866,HHEX
839,GO_Biological_Process_2021,cell-cell junction organization (GO:0045216),1/82,0.4723249344590365,0.5832624635490593,0,0,1.5844155844155845,1.1884512908284866,CDH8
840,GO_Biological_Process_2021,regulation of G protein-coupled receptor signaling pathway (GO:0008277),1/82,0.4723249344590365,0.5832624635490593,0,0,1.5844155844155845,1.1884512908284866,RGS6
841,GO_Biological_Process_2021,"regulation of gene expression, epigenetic (GO:0040029)",1/82,0.4723249344590365,0.5832624635490593,0,0,1.5844155844155845,1.1884512908284866,IFI16
842,GO_Biological_Process_2021,ephrin receptor signaling pathway (GO:0048013),1/82,0.4723249344590365,0.5832624635490593,0,0,1.5844155844155845,1.1884512908284866,DNM1
843,GO_Biological_Process_2021,regulation of interleukin-1 beta production (GO:0032651),1/83,0.4764312430429704,0.5855548099264842,0,0,1.5650142540386442,1.160351432611526,IFI16
844,GO_Biological_Process_2021,peptide metabolic process (GO:0006518),1/83,0.4764312430429704,0.5855548099264842,0,0,1.5650142540386442,1.160351432611526,ETHE1
845,GO_Biological_Process_2021,regulation of Notch signaling pathway (GO:0008593),1/83,0.4764312430429704,0.5855548099264842,0,0,1.5650142540386442,1.160351432611526,BEND6
846,GO_Biological_Process_2021,glycoprotein biosynthetic process (GO:0009101),1/83,0.4764312430429704,0.5855548099264842,0,0,1.5650142540386442,1.160351432611526,CHST12
847,GO_Biological_Process_2021,anaphase-promoting complex-dependent catabolic process (GO:0031145),1/84,0.4805058013327256,0.5870968769804782,0,0,1.546080425598498,1.1331470458203732,AURKB
848,GO_Biological_Process_2021,regulation of cytokinesis (GO:0032465),1/84,0.4805058013327256,0.5870968769804782,0,0,1.546080425598498,1.1331470458203732,AURKB
849,GO_Biological_Process_2021,nuclear export (GO:0051168),1/84,0.4805058013327256,0.5870968769804782,0,0,1.546080425598498,1.1331470458203732,THOC6
850,GO_Biological_Process_2021,response to insulin (GO:0032868),1/84,0.4805058013327256,0.5870968769804782,0,0,1.546080425598498,1.1331470458203732,GPLD1
851,GO_Biological_Process_2021,lymphocyte differentiation (GO:0030098),1/84,0.4805058013327256,0.5870968769804782,0,0,1.546080425598498,1.1331470458203732,HHEX
